product_id;product_title;article;score;margin;legacy_title;legacy_file
267;Композиция из кустовых роз в коробке в виде сердца;0018;1.0;0.33333333333333337;Композиция в виде сердца из кустовых роз в коробке;images/product/data/285.jpg
